epoch,accuracy,loss,val_accuracy,val_loss
0,0.03758064657449722,2.050210952758789,0.038064517080783844,2.0350351333618164
1,0.03915322571992874,1.9172866344451904,0.038064517080783844,2.048898696899414
2,0.041088711470365524,1.9111579656600952,0.04306451603770256,2.0739808082580566
3,0.04374999925494194,1.907133936882019,0.04500000178813934,2.084254264831543
4,0.04487903043627739,1.8995345830917358,0.04483870789408684,2.10898494720459
5,0.045241937041282654,1.8946548700332642,0.04500000178813934,2.118612289428711
6,0.04536290466785431,1.888728141784668,0.043387096375226974,2.135312557220459
7,0.04540322721004486,1.8829377889633179,0.04467741772532463,2.145998954772949
8,0.045483872294425964,1.8805911540985107,0.04258064553141594,2.172659397125244
9,0.04568548500537872,1.876348853111267,0.04193548485636711,2.200417995452881
10,0.04580645263195038,1.8726483583450317,0.042258065193891525,2.2100722789764404
11,0.045927420258522034,1.868533730506897,0.04145161435008049,2.2379186153411865
12,0.045483872294425964,1.8668116331100464,0.04419354721903801,2.2257649898529053
13,0.04584677517414093,1.867653250694275,0.04322580620646477,2.2297449111938477
14,0.04645161330699921,1.8614420890808105,0.04354838654398918,2.243297815322876
15,0.046411290764808655,1.8596255779266357,0.04419354721903801,2.246812343597412
16,0.04588709771633148,1.8562231063842773,0.04145161435008049,2.2535202503204346
17,0.04625000059604645,1.8556504249572754,0.0440322570502758,2.248903512954712
18,0.04701612889766693,1.8536502122879028,0.04467741772532463,2.256312370300293
19,0.04536290466785431,1.8511430025100708,0.04306451603770256,2.266162157058716
20,0.046169355511665344,1.8497116565704346,0.043870966881513596,2.2652394771575928
21,0.04697580635547638,1.8470038175582886,0.04306451603770256,2.278836727142334
22,0.045927420258522034,1.8476438522338867,0.04306451603770256,2.2851831912994385
23,0.046854838728904724,1.8453480005264282,0.04322580620646477,2.2817184925079346
24,0.046895161271095276,1.839329719543457,0.04145161435008049,2.2880678176879883
25,0.046653226017951965,1.8398046493530273,0.04258064553141594,2.295147180557251
26,0.04681451618671417,1.838289499282837,0.042741935700178146,2.287813186645508
27,0.04633064568042755,1.837111473083496,0.042741935700178146,2.2898757457733154
28,0.046612903475761414,1.8340725898742676,0.04516129195690155,2.2879629135131836
29,0.04794354736804962,1.8321852684020996,0.04209677502512932,2.2943522930145264
30,0.04729838669300079,1.8304251432418823,0.04322580620646477,2.290074586868286
31,0.0473790317773819,1.8293956518173218,0.04306451603770256,2.2942373752593994
32,0.048024192452430725,1.825021505355835,0.041774194687604904,2.297089099884033
33,0.04677419364452362,1.8250694274902344,0.04290322586894035,2.2836694717407227
34,0.04729838669300079,1.8270149230957031,0.042741935700178146,2.2885031700134277
35,0.047137096524238586,1.820183277130127,0.042741935700178146,2.3071036338806152
36,0.047096773982048035,1.8178328275680542,0.0393548384308815,2.3119983673095703
37,0.04693548381328583,1.8189189434051514,0.041774194687604904,2.303499460220337
38,0.047137096524238586,1.8146733045578003,0.04258064553141594,2.307009696960449
39,0.04786290228366852,1.8128459453582764,0.04322580620646477,2.3061423301696777
40,0.04830645024776459,1.8112713098526,0.04241935536265373,2.3030474185943604
41,0.04790322482585907,1.8111282587051392,0.0416129045188427,2.3089120388031006
42,0.04927419498562813,1.8076655864715576,0.041774194687604904,2.299147129058838
43,0.04939516261219978,1.803330421447754,0.04290322586894035,2.3146307468414307
44,0.04818548262119293,1.8046882152557373,0.04258064553141594,2.318979263305664
45,0.04939516261219978,1.801025390625,0.04145161435008049,2.315403461456299
46,0.04931451752781868,1.8032945394515991,0.04096774011850357,2.314537286758423
47,0.04975806549191475,1.7952536344528198,0.04145161435008049,2.3031089305877686
48,0.05000000074505806,1.7935359477996826,0.04241935536265373,2.3249967098236084
49,0.04891129210591316,1.7963975667953491,0.04306451603770256,2.316692590713501
50,0.049233872443437576,1.7894256114959717,0.04209677502512932,2.312037467956543
51,0.05048387125134468,1.790987491607666,0.04145161435008049,2.31559157371521
52,0.05108870938420296,1.788931131362915,0.04241935536265373,2.320401668548584
53,0.052419353276491165,1.783647894859314,0.0416129045188427,2.3183400630950928
54,0.05116935446858406,1.7814854383468628,0.04370967671275139,2.317415475845337
55,0.05274193733930588,1.7766724824905396,0.04241935536265373,2.3245222568511963
56,0.05181451514363289,1.7777708768844604,0.04290322586894035,2.3061907291412354
57,0.05237903073430061,1.7711012363433838,0.04193548485636711,2.330349922180176
58,0.05274193733930588,1.7714972496032715,0.04370967671275139,2.3303818702697754
59,0.05318548530340195,1.76729416847229,0.04209677502512932,2.3159708976745605
60,0.05536290258169174,1.7638012170791626,0.041774194687604904,2.3299241065979004
61,0.053588710725307465,1.7633049488067627,0.04322580620646477,2.338594913482666
62,0.05375000089406967,1.7602715492248535,0.042741935700178146,2.3302319049835205
63,0.05435483902692795,1.759677767753601,0.041129034012556076,2.3399477005004883
64,0.05524193495512009,1.750110149383545,0.043870966881513596,2.336103916168213
65,0.05532258003950119,1.749076247215271,0.04241935536265373,2.332505226135254
66,0.05508064478635788,1.7465990781784058,0.04322580620646477,2.3432705402374268
67,0.056330643594264984,1.744260549545288,0.04258064553141594,2.342613458633423
68,0.05641128867864609,1.7388726472854614,0.040645159780979156,2.3445262908935547
69,0.05645161122083664,1.7363839149475098,0.040806449949741364,2.351492404937744
70,0.05721774324774742,1.7347512245178223,0.043387096375226974,2.349191904067993
71,0.057540323585271835,1.7313220500946045,0.042258065193891525,2.3531527519226074
72,0.056854840368032455,1.7245985269546509,0.04048386961221695,2.3537919521331787
73,0.05955645069479942,1.7233860492706299,0.041774194687604904,2.3586206436157227
74,0.05971774086356163,1.719111442565918,0.043387096375226974,2.3436477184295654
75,0.05971774086356163,1.7198196649551392,0.04419354721903801,2.348712205886841
76,0.05991935357451439,1.709541916847229,0.04258064553141594,2.3535420894622803
77,0.060040321201086044,1.707221508026123,0.04209677502512932,2.364715814590454
78,0.059153225272893906,1.7072148323059082,0.040161289274692535,2.3555185794830322
79,0.060040321201086044,1.7014954090118408,0.04048386961221695,2.3399667739868164
80,0.06068548560142517,1.6987289190292358,0.043870966881513596,2.3617448806762695
81,0.06274193525314331,1.6899018287658691,0.04306451603770256,2.3588449954986572
82,0.062419354915618896,1.6926051378250122,0.042741935700178146,2.3428359031677246
83,0.06262096762657166,1.6857388019561768,0.04306451603770256,2.343360662460327
84,0.06209677457809448,1.6814647912979126,0.04370967671275139,2.3664710521698
85,0.06391128897666931,1.677985429763794,0.041129034012556076,2.373831272125244
86,0.06624999642372131,1.6692651510238647,0.04129032418131828,2.3761544227600098
87,0.06520161032676697,1.668601632118225,0.040645159780979156,2.374695062637329
88,0.06653226166963577,1.6678253412246704,0.04241935536265373,2.3804469108581543
89,0.06540322303771973,1.6694194078445435,0.042741935700178146,2.382814884185791
90,0.06762097030878067,1.6517781019210815,0.041129034012556076,2.379145383834839
91,0.06733871251344681,1.6487733125686646,0.041774194687604904,2.3787646293640137
92,0.06806451827287674,1.6479763984680176,0.04209677502512932,2.394350528717041
93,0.06879032403230667,1.6455415487289429,0.040645159780979156,2.3879640102386475
94,0.06927419453859329,1.6349200010299683,0.04241935536265373,2.3892860412597656
95,0.06883064657449722,1.6355979442596436,0.04048386961221695,2.399357557296753
96,0.07084677368402481,1.6291590929031372,0.04032257944345474,2.383497714996338
97,0.07020161300897598,1.624070167541504,0.041774194687604904,2.3793625831604004
98,0.07008064538240433,1.6220791339874268,0.041774194687604904,2.390756130218506
99,0.07096774131059647,1.6156481504440308,0.04193548485636711,2.3933029174804688
100,0.07270161062479019,1.6149746179580688,0.0416129045188427,2.4089035987854004
101,0.07165322452783585,1.6080987453460693,0.04096774011850357,2.4062135219573975
102,0.07254032045602798,1.6027462482452393,0.04096774011850357,2.3798389434814453
103,0.07213709503412247,1.6078040599822998,0.04096774011850357,2.382601261138916
104,0.07487903535366058,1.5861424207687378,0.040806449949741364,2.4198782444000244
105,0.07576613128185272,1.5915201902389526,0.04258064553141594,2.397629976272583
106,0.07516129314899445,1.5838255882263184,0.040806449949741364,2.4158878326416016
107,0.07475806772708893,1.578625202178955,0.040645159780979156,2.3990681171417236
108,0.07616935670375824,1.5758663415908813,0.040645159780979156,2.4201066493988037
109,0.07774193584918976,1.569929599761963,0.04145161435008049,2.4036448001861572
110,0.07693548500537872,1.5674946308135986,0.04032257944345474,2.403353214263916
111,0.07689516246318817,1.5612797737121582,0.042258065193891525,2.4353702068328857
112,0.07705645263195038,1.5618577003479004,0.04048386961221695,2.415316581726074
113,0.07939516007900238,1.5443350076675415,0.040806449949741364,2.427420139312744
114,0.08124999701976776,1.5455704927444458,0.040645159780979156,2.412181854248047
115,0.08024193346500397,1.5446172952651978,0.042741935700178146,2.429086923599243
116,0.08056451380252838,1.5376081466674805,0.04048386961221695,2.4369537830352783
117,0.08108870685100555,1.5342390537261963,0.0416129045188427,2.4067163467407227
118,0.08250000327825546,1.5274783372879028,0.04145161435008049,2.4094645977020264
119,0.08403225988149643,1.5213464498519897,0.03999999910593033,2.4452896118164062
120,0.08350806683301926,1.5187373161315918,0.03919354826211929,2.4323246479034424
121,0.08588709682226181,1.513526439666748,0.041774194687604904,2.450368881225586
122,0.08608870953321457,1.5059489011764526,0.041774194687604904,2.4244837760925293
123,0.08552419394254684,1.5046101808547974,0.04290322586894035,2.4457507133483887
124,0.08596774190664291,1.4982832670211792,0.04306451603770256,2.4146533012390137
125,0.0901612937450409,1.4920523166656494,0.04129032418131828,2.443309783935547
126,0.08959677070379257,1.4889097213745117,0.04048386961221695,2.454786539077759
127,0.08794354647397995,1.4827216863632202,0.040806449949741364,2.445901393890381
128,0.08854838460683823,1.48014235496521,0.04129032418131828,2.4649546146392822
129,0.09201613068580627,1.4702496528625488,0.04048386961221695,2.4373178482055664
130,0.09020161628723145,1.467806339263916,0.04032257944345474,2.4533424377441406
131,0.09177419543266296,1.462018609046936,0.03999999910593033,2.4465415477752686
132,0.09104838967323303,1.4538922309875488,0.0416129045188427,2.453773260116577
133,0.09201613068580627,1.4552348852157593,0.04096774011850357,2.441845178604126
134,0.09229838848114014,1.4465409517288208,0.040806449949741364,2.4602553844451904
135,0.09326612949371338,1.4457602500915527,0.039677418768405914,2.445972204208374
136,0.09391129016876221,1.4361952543258667,0.0393548384308815,2.4742157459259033
137,0.09620967507362366,1.4289536476135254,0.0393548384308815,2.4620583057403564
138,0.09681451320648193,1.4338982105255127,0.04322580620646477,2.4652719497680664
139,0.09810484200716019,1.4189285039901733,0.039677418768405914,2.47180438041687
140,0.09653225541114807,1.4171388149261475,0.0416129045188427,2.475451707839966
141,0.09919355064630508,1.4107056856155396,0.042258065193891525,2.475743532180786
142,0.09830645471811295,1.4169769287109375,0.0440322570502758,2.4479668140411377
143,0.10044354945421219,1.4021738767623901,0.04354838654398918,2.490227699279785
144,0.1029435470700264,1.3917967081069946,0.03999999910593033,2.47529673576355
145,0.1019354835152626,1.395319938659668,0.03919354826211929,2.4759671688079834
146,0.1030241921544075,1.3899270296096802,0.04193548485636711,2.4693715572357178
147,0.10278225690126419,1.3855957984924316,0.03999999910593033,2.4646494388580322
148,0.10447580367326736,1.3750576972961426,0.039677418768405914,2.4827585220336914
149,0.10383064299821854,1.3750710487365723,0.04145161435008049,2.4671826362609863
150,0.10806451737880707,1.3654587268829346,0.040806449949741364,2.4579880237579346
151,0.10774193704128265,1.3632539510726929,0.04193548485636711,2.4818665981292725
152,0.10475806146860123,1.3717018365859985,0.04193548485636711,2.481525421142578
153,0.1088709682226181,1.3411816358566284,0.0416129045188427,2.4793179035186768
154,0.10774193704128265,1.3426213264465332,0.03999999910593033,2.479867458343506
155,0.10806451737880707,1.3420665264129639,0.040645159780979156,2.480562686920166
156,0.11157257854938507,1.335890531539917,0.04209677502512932,2.4966814517974854
157,0.11362903565168381,1.331289529800415,0.041129034012556076,2.490006685256958
158,0.11173386871814728,1.3382426500320435,0.04290322586894035,2.4988150596618652
159,0.10991935431957245,1.3324390649795532,0.04193548485636711,2.4921624660491943
160,0.11633064597845078,1.3116532564163208,0.04145161435008049,2.52376127243042
161,0.11560484021902084,1.3097045421600342,0.04096774011850357,2.5046536922454834
162,0.11633064597845078,1.3136192560195923,0.039677418768405914,2.5024254322052
163,0.11661290377378464,1.3030046224594116,0.042258065193891525,2.498216152191162
164,0.11733870953321457,1.295169711112976,0.04209677502512932,2.506981611251831
165,0.11495967954397202,1.2941707372665405,0.04048386961221695,2.513132095336914
166,0.11866935342550278,1.2859007120132446,0.04096774011850357,2.4975576400756836
167,0.11971773952245712,1.2850468158721924,0.039032258093357086,2.5154662132263184
